quote,tags
صوت الأغلبية ليس إثبـاتا للعدالة .,سياسة
العرب دول ممزقة في أمة، والأوروبيون أمم مشتتة في دولة.,سياسة
الرأي العام هو أكبر كذبة في التاريخ .,سياسة
الثورة يصنعها الشرفاء، ويرثها ويستغلها الأوغاد.,سياسة
من يقف بجانب قضية عادلة لا يمكن أن يطلق عليه إرهابي.,سياسة
ليس أخطر على دولة ما من الخلط بين المكر و الحكمة .,سياسة
المقاومة قامت من أجل أن تعطي و تقـدم ، لا أن تأخذ .,سياسة
إذا خـُير أحدكم بين حزبه و ضميره ، فعليه أن يترك حزبه و أن يتبع ضميره، لأن الإنسان يمكن أن يعيش بلا حزب ، لكنه لا يستطيع أن يحيا بلا ضمير .,سياسة
لا تزيد الديمقراطية عن كونها حكم الغوغاء ، حيث يمكن لواحد و خمسين في المائة من الشعب استلاب حقوق التسعة و أربعين في المائة الآخرين .,سياسة
لقد تعلمت باكراً أن الحق لا يعطى لمن يسكت عنه ، و أن على المرء أن يحدث بعض الضجيج حتى يحصل على ما يريد .,سياسة
قال ذات مرة عند مدخل مترو الأنفاق: لماذا هذا ، أشعر أنني عرفتك منذ سنوات عديدة؟ لأنني معجب بك ، قالت ، ولا أريد منك أي شيء .,صداقة
الحياة مكان فظيع وقبيح حتى لا يكون لديك أفضل صديق.,صداقة
صديق الجميع ليس صديقي .,صداقة
الثراء يصنع الاصدقاء ، لكن المحن تختبرهم .,صداقة
أعز صديق لي هو الشخص الذي يمنحني كتابًا لم أقرأه.,صداقة
الصديق هو الذي إذا حضر رأيت كيف تظهر لك نفسك لتتأمل فيها، وإذا غاب أحسست أن جزءاً منك ليس فيك.,صداقة
يجب ان تكون عندنا مقبرة جاهزة لندفن فيها اخطاء الاصدقاء .,صداقة
تستطيع أن تكسب من الأصـدقاء في شهرين أكثر مـما تكسبه في عامين إذا ركزت على أن تهتم بالآخرين بدلاً من أن تركز على أن يهتم الآخرون بك .,صداقة
عظَمة عقلك تخلق لك الحساد .. و عظَمة قلبك تخلق لك الأصدقاء .,صداقة
الكلمات سهلة مثل الريح. من الصعب العثور على أصدقاء مخلصين .,صداقة
من الممتع التحدث مع شخص لا يستخدم كلمات طويلة وصعبة بل كلمات قصيرة وسهلة مثل ماذا عن الغداء؟,صداقة
الصاحب رقعة في قميص الرجل فلينظر كل منكم بمَ يرقع ثوبه.,صداقة
هذه هي الطريقة التي يعمل بها. أنا أحب الناس في حياتي ، وأنا أفعل لأصدقائي كل ما يريدون مني القيام به من أجلهم ، مرارًا وتكرارًا ، عدة مرات حسب الضرورة. على سبيل المثال ، في حالتك نسيت دائمًا من أنت ومقدار ما تحب. لذا فإن ما أفعله من أجلك كصديق لك هو تذكيرك بمن أنت وأخبرك كم أحبك. وهذا ليس أي نوع من العبء عليّ ، لأنني أحب ما أنت عليه كثيرًا. في كل مرة أذكرك فيها ، أتذكر معك ، وهذا من دواعي سروري .,صداقة
الصداقة هي زواج الروح، وهذا الزواج معرض للطلاق.,صداقة
اعجز الناس من عجز عن اكتساب اصدقاء ، واعجز منه من ضيع من ظفر به منهم.,صداقة
المصافحة تزيد في الود.,صداقة
إن مجد الصداقة ليس اليد الممدودة ، ولا الابتسامة اللطيفة ، ولا بهجة الرفقة. إنه الإلهام الروحي الذي يأتي إلى الشخص عندما تكتشف أن شخصًا آخر يؤمن بك ويرغب في الوثوق بك في صداقة .,صداقة
إذا كان لديك أصدقاء جيدون ، بغض النظر عن مدى سوء الحياة ، يمكنهم إضحاكك.,صداقة
اِصْحَب الناس بأي خلق شئت يصحبوك.,صداقة
إذا اختبرت إنساناً فوجدتــه لا يصلح أن يكــون صديقـــاً، فاحذر من أن تجعله عدوا.,صداقة
صديق في السلطة هو صديق فقدته.,صداقة
لا خير في صحبة تحجب عن ذكر الله .,صداقة
المال لا يشتري لك أصدقاء ، و لكنه يحسـن من مستوى أعدائك .,صداقة
الصداقة - تعريفي - مبنية على شيئين. الاحترام والثقة. كلا العنصرين يجب أن يكونا هناك. ويجب أن تكون متبادلة. يمكنك احترام شخص ما ، ولكن إذا لم تكن لديك ثقة ، فسوف تنهار الصداقة .,صداقة
من طلب أخا بلا عيب صار بلا أخ.,صداقة
أقدر الصديق الذي يخصص لي وقتا في جدول مواعيده ، لكني أعتز بذلك الذي لا يراجع جدول مواعيده من أجلي .,صداقة
إن أولئك الذين لا يشعرون بالاستقرار الداخلي لا يقيمون علاقات مريحة مع الغير.,صداقة
أسوأ جزء من النجاح هو محاولة العثور على شخص سعيد من أجلك.,صداقة
"في الحياة نعمتين : الكتب والأصدقاء , وعلى المرء أن يمتلك هذين الشيئين على نحو مختلف , أكبر عدد من الكتب وقِلّة من الأصدقاء.",صداقة
أنا سعيد لأنك هنا معي. هنا في نهاية كل شيء ، سام .,صداقة
عندما تساقط الثلوج وتهب الرياح البيضاء ، يموت الذئب الوحيد ولكن القطيع ينجو.,صداقة
لا تترك أي سوء تفاهم و لو كان صغيراً يدمر الصداقة العظيمة .,صداقة
اختر أصدقائك بعناية، فالأعداء سيختارونك.,صداقة
الصديق المرهق كثير المعاتبة، كثير اللوم، يريد تفسيرًا لما لا يفسر. يريد أن “يفهم” كل شيء.,صداقة
الصداقة الحقيقية هي التي يشترك فيها العقل والقلب والضمير.,صداقة
الصديق الذي تشتريه بالهدايا سوف يأتي يوم و يشتريه غيرك .,صداقة
خير الأصحاب من يسددك الى الخير .,صداقة
معنى الصـداقة هو أنني ـ تلقائياً ـ أراك جديراً بأن أئتمنك على جزء من كرامتي .,صداقة
لا يوجد أساس مؤكد لصداقة جميلة أكثر من الذوق المتبادل في الأدب.,صداقة
صديقك من يصارحك بأخطائك لا من يجملها ليكسب رضائك .,صداقة
قال الثعلب: لقد نسى الناس هذه الحقيقة ، لكن يجب ألا تنساها. تصبح مسؤولاً إلى الأبد عما قمت بترويضه. أنت مسؤول عن وردة الخاص بك.,صداقة
يمثل كل صديق عالماً فينا ، عالمًا ربما لم يولد حتى يصلوا ، ومن خلال هذا الاجتماع فقط يولد عالم جديد.,صداقة
أيتها الصداقة لولاك لكان المرء وحيدا، وبفضلك يستطيع المرء أن يضاعف نفسه وأن يحيا في نفوس الآخرين.,صداقة
أفضل السير مع صديق في الظلام ، على السير بمفردي في النور.,صداقة
أنا دائمًا أقول سعيد بلقائك لشخص لست سعيدًا على الإطلاق لمقابلته. إذا كنت تريد البقاء على قيد الحياة ، عليك أن تقول هذه الأشياء ، رغم ذلك .,صداقة
الصديق الصادق لا يمكن أن يرفع في وجهك البنادق .,صداقة
الأصدقاء هم اولئك النادرون الذين يسألوننا كيف نحـن ثم ينتظرون لسماع الجواب .,صداقة
من يحكم بين صديقين يخسر أحدهما.,صداقة
على الإنسان أن يتعلم أن لا تكون نهاية علاقته مع الصديق هي بداية كرهه له ، فقد تنتهي المحبة و لكن يبقى التقدير والاحترام .,صداقة
الصداقة ... تولد في اللحظة التي يقول فيها رجل للآخر ماذا! أنت أيضًا؟ لم أفكر إلا أنا...,صداقة
عندما تعرف الوجهة التي تريد الذهاب إليها بوسعك أن تختصر الطريق أو على الأقل تظل على الطريق الصحيح بدون أن تشتتك الأنشطة غير المنتجة.,طموح
تعلم من الزهرة البشاشة ، و من الحمامة الوداعة ، و من النحلة النظام ، و من النملة العمل .,طموح
بمقدور نفس الطموح أن يدمر أو ينقذ، وأن يصنع من أحد بطلا ومن آخر وغدا ً .,طموح
البداية سر التقدم.,طموح
العمل و الراحة وجهان لعملة واحدة ، ففي العمل تشعر انك تنجز و تنمو و تتقدم .. و في الراحة التي تحصل عليها تشعر بالهدوء النفسي الذي يساعدك في انجاز أكبر في عملك .,طموح
زيادة رصيدك في بنك العواطف تضمن لك علاقات طويلة المدى مع الآخرين .,طموح
من الجدير أن نقول أن النجاح على قدر الهدوء و الاسترسال وعدم التكلف.,طموح
العمل يبعد عنا ثلاث آفات خطيرة : الضجر، و نزعة الشر، و العوز .,طموح
قيمة المرء لا تزيد عن طموحاته.,طموح
لكي تتجنب النقد لا تعمل شيئا، و لا تقل شيئا، و لا تكن شيئا .,طموح
تعلـّم أين تجد المعلومات المفيدة و كيف تستخدمها ، فهذا سر النجاح .,طموح
اذا كنت من أصحاب الاهداف فلا تتشاجر ابدا .. فليس هناك انسان قرر ان يصنع من نفسه شيئا يستطيع ان يضيع وقته في مشاحنات شخصية .,طموح
يجب لكي تنجح أن تكون رغبتك في النجاح أكبر من خوفك من الفشل .,طموح
ليس هناك مستقبل في أي وظيفة ، انما المستقبل في الشخص الذي يشغل هذه الوظيفة .,طموح
نحن نبرع فقط في الأعمال التي نحب أن نقوم بها.,طموح
عليك ان تلبس حذائي لكي تعرف حقيقة وجهة نظري .,طموح
لا تنتظر المواقف الاستثنائية لكي تبلي بلاء حسنا ، و لكن حاول الاستفادة من المواقف العادية .,طموح
من حق الحياة علينا أن نـؤمن بالاستقامة قبل أن نبدأ العمل ، فما أثمر كفاح زاملته الخطايا .,طموح
الإنسان الناجح يوازن بين الطاقات الاربع .. طاقة الروح و طاقة العقل و طاقة الجسد و طاقة العاطفة .,طموح
لا علاقة للنجاح بما تكسبه في الحياة أو تنجزه لنفسك، فالنجاح هو ما تفعله للآخرين.,طموح
اعشق النجاح ، و لذلك أسعى اليه دائماً .. و أحلى ما فيه اني أسارع دائماً بعد كل نجاح أحققه الى السجود شكراً الله سبحانه .,طموح
إن لم يكن هناك من ينتقدونك فالأغلب أنك لن تنجح.,طموح
عندما تجدف لقاربك بنفسك يمكنك توجيه مساره .,طموح
إكتساب النجاح يعتمد على الخدمات التي من الممكن أن تقدمها للاخرين وليس ما يقدمه الاخرين من أجلك.,طموح
ليس الفرق بين الناجحين و الفاشلين هو عدم الوقوع في الاخطاء ، و لكن الفرق يكمن في المقدرة على ادارة ما بعد الوقوع في الاخطاء .,طموح
للناجحين سمة أساسية هي الحسم .. كل قفزة عظيمة في حياتك تأتي بعد اتخاذ قرار حاسم في أمر ما .,طموح
جودة العمل لا تأتي صدفة ابداً .. انها نتاج نوايا حسنة ، و جهد صادق ، و توجيه ذكي ، و اخراج متمرس .. فهي تمثل الاختيار الحكيم لبدائل متعددة .,طموح
انا إن تركت عملي قبل ان اضع الحجر الاخير فيه اعتبر نفسي فاشلا .,طموح
لا أعرف ما هو سر النجاح ، لكن سر الفشل هو محاولة إرضاء الجميع.,طموح
أفضل الانجازات التي يمكن تحقيقها هو ان نضفي عنصر المتعة و التشويق الى العمل .,طموح
أنا أحتفظ بستة من المعاونين ، تعلمت منهم كل ما أعرف ... و هـم : (ماذا ، لماذا ، متى ، كيف ، أين ، من) .,طموح
اجعل عينيك على النجوم ، و اجعل قدميك على الارض .,طموح
احفر بئرك قبل أن يصيبك العطش .,طموح
كن منظماً و مستقيماً في حياتك ، و ستكون فائق النجاح في عملك .,طموح
عملك شخصك الحقيقي.,طموح
الأهداف التي تضعها تسمح لك بأن تتحكم في اتجاه التغيير في حياتك لصالحك.,طموح
لا تحاول أن تجعل ملابسك أغلى شيء فيك ، حتى لا تجد نفسك يوماً أرخص مما ترتـديه .,طموح
احذف الفشل من قائمة اختياراتك .,طموح
إذا بلغت القمة فوجه نظرك إلى السفح لترى من عاونك فى الصعود إليها ، وانظر إلى السماء ليثبت الله أقدامك عليها .,طموح
أن تنجح بلا مخاطرة هو ان تنجح بلا مجد .,طموح
تمن الافضل ... واستعد للاسوء ... هكذا تخطط لاستراتيجية النجاح .,طموح
حتى لـو فشلت .. يكفيك شرف المحاولة .,طموح
قد لا نبلغ المستحيل ، و لكنه يفـيدنا كفانوس .,طموح
اعلم ان التعثر يعلم المشي .,طموح
الأهم من ان تتقدم بسرعة هو ان تتقدم في الاتجاه الصحيح .,طموح
دائما ما أتجنب النظر للخلف أو للأمام، أحب التركيز في ما أقوم به.,طموح
الافراط في التواضع يجلب لك المذلة .,طموح
عليك أن تفعل الاشياء التي تعتقد انه ليس باستطاعتك أن تفعلها .,طموح
هناك طريقتان ليكون عندك أعلى مبنى .. إما ان تدمر كل المباني من حولك ، أوأن تبني اعلى من غيرك .. فاختر دائماً ان تبني اعلى من غيرك .,طموح
"النجاح بسيط جدا, افعل ما هو صحيح بالطريقة الصحيحة في الوقت الصحيح.",طموح
اذا علمت ولداً فقد علمت فرداً .. و اذا علمت بنتاً فقد علمت أمة .,علم
الكتب موجودة ، و المكتبات موجودة ، و مراكز الأبحاث موجودة ، و خدمات الأنترنيت موجودة ، و لكن في مكان مرتفع لا يصل إليه قصار الهمة و العقول .,علم
إن أول كلمة نزلت في قرآننا : اقـرأ .,علم
اما في الاقطار العربية و الاسلامية فان حال العلم و المعرفة كحال الذهب عند نساء هذه الاقطار ، يبقيان مجرد حلية يباهي بهما الافراد و حملة الشهادات بعضهم بعضاً في الداخل .,علم
أن تتعلم القراءة كأن تتعلم إشعال النار، فكل كلمة ستكون هي شرارة.,علم
إن المعرفة لم تعد قوة في عصر السرعة والإنترنت والكمبيوتر ، إنما تطبيق المعرفة هو القوة .,علم
الكتب أجمل أثاث في البيت حتى إذا لم نقرأها .,علم
المبادئ ليست شيئاً ميتاً يـرقد في بطون الكتب ، و لكنها شئ حي يسكن في كيانك دون أن تدري .,علم
أندر من الكتاب الجيد .. القارئ الجيد .,علم
ليس الغرض من التعليم معرفة الحقائق فقط ، بل معرفة القيم كذلك .,علم
من السهل أن تفهم أي حقيقة بعد اكتشافها، لكن الفكرة في اكتشافها.,علم
نحن لسنا محتاجين الى كثير من العلم ، و لكنـنا محتاجون الى كثير من الاخلاق الفاضلة .,علم
لا يعمل الغني من أجل كسب المال.,علم
الكتب كالناس ، منهم السيد الوقور و منهم السيد الطريف و منهم الجميل الرائع و الساذج الصادق ، و منهم الخائن و الجاهل ، و الوضيع و الخليع ... و الدنيا تتسع لكل هؤلاء و لن تكون المكتبة كاملة إلا إذا كانت مثلاً كاملاً للدنيا .,علم
الكتب أصدقائي، هي تجعلني أضحك وأبكي وتدفعني لأجد المعنى في الحياة.,علم
العلم إن لم ينفعك لم يضرك.,علم
الإنسان الذي تعلم في المدرسة فقط هو انسان غير متعلم .,علم
أول العلم الصمت ، و الثاني الاستماع ، و الثالث الحفظ ، و الرابع العمل ، و الخامس نشره .,علم
كل انسان يرى نفسه عالماً بكل شئ هو انسان جاهل ، و كل انسان يريد أن يتعلم بشكل دائم هو الإنسان المعول عليه .,علم
نظام التعليم في بعض المجتمعات الكبيرة سيظل دائماً منخفض المستوى ، لنفس السبب الذي يكون فيه الطعام في المطابخ الكبيرة منخفض المستوى .,علم
العلم ليس سوى إعادة ترتيب لتفكيرك اليومي .,علم
يقول لك المرشدون : اقرأ ما ينفعك ، و لكني أقول : بل انتفع بما تقرأ .,علم
إن المستقبل الواعد سيكون ملكا للمجتمعات التي تنظم أنفسها من أجل التعلم.,علم
قدرتنا العلمية تغلبـت على قوتنا الروحية... لقد استطعنا توجيه الصواريخ و لكن لم نستطع توجيه البشر .,علم
القراءة هي فن الانصات .,علم
العلم عبارة عن طريقة للتفكير أكثر من كونه قالباً جامداً للمعرفة .,علم
قرأت كتابًا في يوم من الأيام؛ فتغيرت حياتي كلها.,علم
إن الأمة التي تتفوق في المعرفة ، تتفوق في القوة .,علم
قس ما يمكن أن يقاس، واجعل ما لا يمكن قياسه يخضع للقياس.,علم
لم تمر بي أبدا أية محنة لم تخففها ساعة أقضيها في القراءة .,علم
ليس ثمة سفينة كالكتاب ، تنقلنا بعيداً بعيداً .,علم
من يعرف أكثر مما يجب يصعب عليه ألا يكذب.,علم
في فن التعليم هناك فن التحفيز .,علم
المفارقة التي تتميز بها القراءة تكمن بمقدرتها على إبعادنا عن العالم حتى نتمكن من فهم معنى ما يدور من حولنا.,علم
لا أحد يسعى لتعليم جيد ، الكل يسعى لدرجات جيدة .,علم
استطيع ان أحدد دائماً من يـواظبون على مطالعة الكتب ، فكلما قابلت واحداً منهم أجد أن مفرداته و أفكاره و مواضيعه تتجدد باستمرار .,علم
لست بحاجة لحرق الكتب لتدمير الثقافة، فقط امنع الناس من قراءتها.,علم
اقرأ كتاباً جيداً ثلاث مرات ، أنفع لك من أن تقرأ ثلاث كتب جديدة .,علم
لا أعتقد أن في كتب هذا النوع من السحر، لكن أعتقد أن شيئًا سحريًّا يمكن أن يحدث عند قراءة كتاب جيد.,علم
الفيلسوف الذي لا يشارك في مناقشات مثله مثل الملاكم الذي لا يذهب أبدا إلى الحلبة.,علم
إذا احتاج العالم للناس فقد مات علمه وهو ينظر.,علم
لا أعتقد أن هناك ما يجبرني على تصديق أن الإله الذي حبانا بالمنطق والتفكير والذكاء يريدنا ألا نستعمله ...,علم
الرّجل الذي لا يقرأ لا يتميّز عن الرّجل الذي لا يستطيع القراءة.,علم
إذا كنت تعتقد أن التعليم باهظ الثمن ، فلتجرب الجهل .,علم
حاول ألا تغرق في المعلومات و أنت تبحث عن المعرفة .,علم
التجارب لا تقرأ في الكتب و لكن الكتب تساعد على الانتفاع بالتجارب .,علم
البداية هي نصف كل شئ ، و السؤال نصف المعرفة .,علم
وفرة المعرفة لا تعلم المرء أن يكون حكيما.,علم
لسان الناس كتاب على الارض ، فلا تهمل قراءته ، و لا تصدق كل ما تقرأه فيه .,علم
تفقهوا قبل أن تسودوا.,علم
القيادة يمكن تعلمها .. و يجب تعلمها .,قيادة
إن القادة الفعالين لا يثيرون الفزع .,قيادة
القائد الناجح هو الذى يسيطر على عقول اعدائه قبل ابدانهم.,قيادة
دخلت امرأة عجوز على السلطان سليمان القانوني تشكو إليه جنوده الذين سرقوا لها ماشيتها بينما كانت نائمه . فقال لها السلطان كان عليك أن تسهري على مواشيك و لا تنامي . فأجابت العجوز : ظننتك ساهراً علينا يامولاي فنمت مطمئنه البال .,قيادة
حاول أن تكون قيادتك دفاعية ... إشتر دبابة .,قيادة
على القائد ان يعرف ان استقرار الاتباع يكمن في العدالة .,قيادة
العقائد لا تعطى الى الجماهير كأنها كـتل حجر ، و انما تـترجم العقائد الى تصرفات يومية و انسانية بسيطة .,قيادة
القيادة لا تذهب الا لمن طرق ابوابا لم يطرقها غيره .,قيادة
القادة يفكرون و يتحدثون عن الحلول ، و الاتباع فـقط هم الذين يفـكرون و يتحدثون عن المشكلات .,قيادة
الشعبية هي أن يحبك الناس عندما تغادر منصبك كما يحبونك عندما تتسلمه .,قيادة
أسوء صور الخيانة التي يقـترفها الموظف ، هي السماح لرئيسه بارتكاب خطأ كان من الممكن تجنبه .,قيادة
التعليمات و القوانين تلاقي قبولا أفضل لدى الاتباع اذا كانوا يرون ان القائد اوالمدير هو أول من يلتزم بتطبيقها .,قيادة
إن ارفع درجات القيادة البشرية هي معرفة مسايرة الظروف و خلق سكينة وهدوء داخليين على الرغم من العواصف الخارجية .,قيادة
القيادة هي فن التفكير السريع .,قيادة
القائد يجب أن يوضح ملامح المستقبل لمن يعملون معه .,قيادة
تتجسد القيادة في تحويل ما هو محنة الى مكاسب .,قيادة
يستجيب الاتباع طواعية لاوامرك ، اذا عمهم الاحساس باحترامك لهم ، و الشعور بعدالتك معهم ، و الوعي بمنطقية أوامرك .,قيادة
القائد لا يتبع الركب .. القائد يسبق الركب .,قيادة
البحث عن القادة يعتبر من المهام الصعبة جدا ، و لكن بالملاحظة الدقيقة يتبين أن هناك فروقا واضحة بين من يصلح للقيادة و من لا يصلح .,قيادة
الإنسان يستطيع أن يبني لنفسه عرشا من الخناجر، لكنه لا يستطيع الجلوس فوقه .,قيادة
من لم يتعلم الطاعة لا يستطيع القيادة .,قيادة
القيادة هي حل المشكلات ، ففي اليوم الذي يتوقـف جنـودك عن مشاركتـك مشكلاتهم تعرف انك لم تعد قائدا لهم ، فهم اما ان يكونوا قد فقدوا الثـقة بمقدرتك على مساعدتهم ، او انهم شعروا بانك لا تهتم بهم ، و كلا الحالتين تدلان على فشلك في القيادة .,قيادة
القائد ذو رؤية ثاقبة ، فهو يرى ما لا يراه الآخرون .,قيادة
الاشرار يطيعون بدافع الخوف ، و الطيبون يطيعون بدافع الحب .,قيادة
إننا بالغريزة نحب ذلك الشخص الذي يعرف ما يريده ، و يتصرف كما لو كان يتوقع الحصول عليه ، فالناس لا تحب المترددين و الفاشلين .,قيادة
الإنسان بطبيعته غير صبور .. وبالتالي يلجأ الناس الى الانطباعات لتكوين حكم سريع على القائد و فعاليته .,قيادة
إن الإنسانية كالجيوش في المعركة ، تقدمها مرتبط بسرعة أبطأ أفرادها .,قيادة
لا أترك صلاة الاستخارة ... انها رفيقتي دائماً في اتخاذ القرارات .,قيادة
على صانع القرار ألا يتخذ أي قرار الا اذا اكتملت امامه المعلومات .,قيادة
تحصل على اغلب ما تريد من الناس العاديين عن طريق تنظيمهم .,قيادة
عندما يكون القائد في أزمة فإنه يتصرف بحدسه ثم يبحث لاحقا عن تفسيرات لتـصرفاته .,قيادة
على القائد ان يقف صامداً كالصخرة التي تتحطم عليها الامواج .,قيادة
من حيث المبدأ ، فان القيادة و السيطرة على اعداد كبيرة من الاتباع ، شأنها شأن السيطرة على عدد صغير ، فالامر هو في توزيع الاعداد ليس الا .,قيادة
ينبغي على القائد المتبصر ان يكون قادراً عند كل خطوة من خطواته على تصور رد الفعل المقابل .,قيادة
الكذب و الخداع و الغش ... انها ثلاثة حفر ، و اذا سقط القائد في في احداها سقطت الثقة من قلوب أتباعه .,قيادة
إذا لم تستطع قيادة نفسك فلا تحاول قيادة الآخرين .,قيادة
القائد لا يخطط ثم يحاول عبثاً تغيير الظروف ، بل عليه ان يجعل خططه تتوافق و تنسجم مع الظروف .,قيادة
إن حكمت ، فاحكم بالعدل ، و لا تدخل الهوى فيما يثقل حكما ، او يدع مجرما لا يرجى اصلاحه يفلت من عقاب .,قيادة
ليس هناك وصفاً للقائد أعظم من أنه يساعد رجاله على التدريب على القوة والفعالية و التأثير .,قيادة
القدرة على حفظ الاتزان في الطوارئ و وسط الاضطرابات و تجنب الذعر هي العلامات الحقيقية للقيادة .,قيادة
إن معادلة القائد و الاتباع لا يمكن الفصل بين طرفيها الموجب و السالب بأي حال من الاحوال .. فالجمهور عبر التاريخ يبحث في لا وعيه المضطرب عن رمز ملهم يفجر به ثقته بمكامن قوته .,قيادة
لكي يستطيع أي تعبير أو شعار أن يلهم و يحرك الجماهير ، فانه لابد أن يكون مزيجاً بين التحديد الذي لا يسمح بالخطأ ، و الابهام الذي لا يقمع الخيال .,قيادة
لا أخاف من جيش من الأسود يقوده خروف، بل أخاف من جيش من الخراف يقوده أسد.,قيادة
إذا لم تستطع جعلهم يرون الضوء فلتجعلهم يشعرون بحرارته .,قيادة
لا يولد الناس متحلين بالثقة بالنفس ، و أهم دور للقائد هو غرس الثقة بالنفس في رجـاله .,قيادة
كن هادئاً و سوف تتحكم بالجميع .,قيادة
قلب القائد يجب ان يكون في رأسه .,قيادة
القائد هو الذي يجعل الاخرين يثقون به ، أما القائد الممـيز فهو الذي يجعل الاخرين يثقون بأنفسهم .,قيادة
تبقى المنظومة القيادية بخير طالما يظ،ل التواصل قوياً و حياً بين قمة الهرم وقاعدته .,قيادة
عظمة القائد في مقدرته على الاستعانة برجاله دون ان يستسلم لهم .,قيادة
لا أستطيع النوم إلا إذا كنت محاطًا بالكتب.,كتب
أين الطبيعة البشرية ضعيفة كما في المكتبة؟,كتب
كثير من الناس ، وأنا من بينهم ، يشعرون بتحسن لمجرد رؤية كتاب.,كتب
الأدب ترف. الخيال ضرورة .,كتب
فقط ضعاف العقل هم من يرفضون التأثر بالأدب والشعر.,كتب
أنت تؤمن بكتاب به حيوانات تتحدث ، وسحرة ، وسحرة ، وشياطين ، وعصي تتحول إلى ثعابين ، وشجيرات محترقة ، وطعام يسقط من السماء ، وأشخاص يمشون على الماء ، وكل أنواع القصص السحرية والعبثية والبدائية ، وأنت تقول أننا بحاجة إلى مساعدة؟,كتب
الكتاب يجب أن يكون فأس البحر المتجمد بداخلنا.,كتب
لا تقرأ ، كما يفعل الأطفال ، لتسلية نفسك ، أو مثل الطموح ، لغرض التدريس. لا ، اقرأ لكي تعيش .,كتب
الكتب قد تكون السحر الحقيقي الوحيد.,كتب
[د] لا تعتذر أبدًا لأي مؤلف عن شراء شيء ما في غلاف ورقي ، أو أخذه من مكتبة (هذا ما يوجد من أجله. استخدم مكتبتك). لا تعتذر لهذا المؤلف عن شراء كتب مستعملة ، أو الحصول عليها من تقاطع الكتب أو استعارة نسخة من صديق. المهم بالنسبة لي هو أن يقرأ الناس الكتب ويستمتعون بها ، وفي وقت ما هناك ، تم شراء الكتاب من قبل شخص ما. وأن الأشخاص الذين يحبون الأشياء ، يخبرون الآخرين. أهم شيء هو أن يقرأ الناس ...,كتب
الكتاب نصف المقروء هو علاقة حب نصف منتهية.,كتب
قصة الأطفال التي لا يمكن إلا للأطفال الاستمتاع بها ليست قصة أطفال جيدة على الإطلاق.,كتب
وثيقة حقوق القارئ 1. الحق في عدم القراءة 2. الحق في تخطي الصفحات 3. الحق في عدم الانتهاء 4. الحق في إعادة القراءة 5. الحق في قراءة أي شيء 6. الحق في الهروب 7. الحق في القراءة في أي مكان 8. الحق في تصفح 9. الحق في القراءة بصوت عال 10. الحق في عدم الدفاع عن أذواقك,كتب
كن حريصا على قراءة الكتب الصحية. يومًا ما ستموت بسبب خطأ مطبعي .,كتب
أمضيت حياتي مطوية بين صفحات الكتب. وفي غياب العلاقات الإنسانية ، شكلت روابط مع شخصيات ورقية. عشت الحب والضياع من خلال قصص خيوطها التاريخ. لقد عشت فترة المراهقة عن طريق الارتباط. عالمي عبارة عن شبكة واحدة متشابكة من الكلمات ، وتربط أطرافها بأطراف ، ومن العظام إلى الأوتار ، والأفكار والصور معًا. أنا كائن مكون من حروف ، وشخصية تم إنشاؤها بواسطة الجمل ، ونسج من الخيال تشكل من خلال الخيال .,كتب
لا توجد صداقات أسرع أو أقوى من تلك التي تنشأ بين الأشخاص الذين يحبون نفس الكتب.,كتب
كلاسيكي - كتاب يمدحه الناس ولا يقرؤونه.,كتب
الكتب تُظهر للرجل أن أفكاره الأصلية ليست جديدة جدًا بعد كل شيء.,كتب
طفولة بدون كتب - لن تكون هذه طفولة. سيكون هذا مثل الابتعاد عن المكان المسحور حيث يمكنك الذهاب والعثور على أندر أنواع الفرح .,كتب
لا يوجد صديق مخلص مثل كتاب.,كتب
لا يمكنني الحياة بدون كتب.,كتب
قرأت الكتب كما يتنفس المرء الهواء ليملأها ويعيش.,كتب
لا يزال بالقرب من الزاوية قد ينتظر طريقًا جديدًا أو بوابة سرية ، وعلى الرغم من أنني مررت بهم كثيرًا ، إلا أن يومًا سيأتي أخيرًا عندما يسلك المسارات الخفية التي تمتد غرب القمر ، شرق الشمس.,كتب
خمس علامات تعجب ، علامة أكيدة لعقل مجنون.,كتب
بطريقة ما ، من الجيد أن تعرف أن هناك آلهة يونانية هناك ، لأن لديك شخصًا تلومه عندما تسوء الأمور. على سبيل المثال ، عندما تبتعد عن حافلة تعرضت للتو للهجوم من قبل حشرات الوحوش وانفجرت بالبرق ، وكانت تمطر فوق كل شيء آخر ، فقد يعتقد معظم الناس أن هذا مجرد حظ سيئ حقًا ؛ عندما تكون نصف دم ، فأنت تدرك أن بعض القوة الإلهية تحاول حقًا إفساد يومك .,كتب
لقد عشت في الكتب أكثر مما كنت أعيش في أي مكان آخر.,كتب
الكتاب الرائع يجب أن يترك لك العديد من الخبرات ، وأن يكون مرهقًا بعض الشيء في النهاية. أنت تعيش حياة عدة أثناء القراءة .,كتب
البكاء لا بأس به في طريقه أثناء استمراره. ولكن عليك أن تتوقف عاجلاً أم آجلاً ، وبعد ذلك لا يزال عليك أن تقرر ما يجب فعله .,كتب
كثير من الكتب وقليل من الوقت.,كتب
كتب خاصة ونادرة جدًا وكتبك لدرجة أن الإعلان عن عاطفتك يبدو وكأنه خيانة.,كتب
